SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,Poss,STL_RATE,BLK_RATE,DREB_RATE,PF_RATE,TOV_RATE,PM_RATE,DIS,AST_RATE,FG3A_RATE,FTA_RATE,FGA_RATE,OGI,Contest_Rate,Rim_Deterrence,TO_Pressure,OnOff_Net
22024,203999,0022401193,"Apr 13, 2025",DEN @ HOU,W,31.0,7,10,0.7,3,5,0.6,1,2,0.5,1,6,7,7,2,1,1,3,18,34,1,24.8,0.08064190960041934,0.04032095480020967,0.24192572880125798,0.12096286440062899,0.04032095480020967,1.3709124632071286,68.14241361235433,0.28224668360146765,0.20160477400104834,0.08064190960041934,0.4032095480020967,42.74021208822225,4.645011451243509,14.112334180073383,16.128381920083868,18.749243982097497
22024,203999,0022401180,"Apr 11, 2025",DEN vs. MEM,W,41.0,11,19,0.579,1,2,0.5,3,7,0.429,3,13,16,13,2,0,5,3,26,11,1,32.800000000000004,0.060973750800280474,0.0,0.39632938020182307,0.09146062620042071,0.1524343770007012,0.3353556294015426,46.797353739215254,0.39632938020182307,0.060973750800280474,0.21340812780098167,0.5792506326026645,52.74229444224261,2.34140630716324,9.908234505045577,12.194750160056095,8.99362824304137
22024,203999,0022401165,"Apr 09, 2025",DEN @ SAC,W,38.0,5,12,0.417,0,1,0.0,10,10,1.0,3,9,12,11,4,0,1,2,20,9,1,30.400000000000002,0.13157461925594552,0.0,0.2960428933258774,0.06578730962797276,0.03289365481398638,0.2960428933258774,63.978158613203505,0.36183020295385016,0.03289365481398638,0.3289365481398638,0.39472385776783653,48.35367257655997,5.05249861845741,7.401072333146935,26.314923851189103,9.703628170125981
22024,203999,0022401142,"Apr 06, 2025",DEN vs. IND,L,39.0,18,33,0.545,3,11,0.273,2,3,0.667,3,12,15,13,2,1,4,0,41,1,1,31.200000000000003,0.06410050959905131,0.032050254799525654,0.38460305759430785,0.0,0.12820101919810262,0.032050254799525654,54.64568443319124,0.41665331239383346,0.3525528027947822,0.09615076439857696,1.0576584083843465,76.6001089708663,3.6922130201789702,16.025127399762827,12.820101919810261,6.730553507900387
22024,203999,0022401125,"Apr 04, 2025",DEN @ GSW,L,37.0,13,17,0.765,4,7,0.571,3,3,1.0,2,10,12,9,2,0,6,2,33,-4,1,29.6,0.0675652849565893,0.0,0.3378264247829465,0.0675652849565893,0.2026958548697679,-0.1351305699131786,36.48525387655823,0.30404378230465184,0.23647849734806253,0.10134792743488395,0.574304922131009,51.01179014222492,2.5945244723115595,8.445660619573662,13.513056991317859,1.6891321239147317
22024,203999,0022401102,"Apr 01, 2025",DEN vs. MIN,L,53.0,18,29,0.621,6,11,0.545,19,24,0.792,2,8,10,10,2,0,4,5,61,2,1,42.400000000000006,0.04716869885144218,0.0,0.18867479540576873,0.11792174712860545,0.09433739770288437,0.04716869885144218,22.40513195443504,0.2358434942572109,0.259427843682932,0.5660243862173061,0.6839461333459116,66.38994363340487,1.8112865794985002,4.716869885144218,9.433739770288437,3.7734959081153745
22024,203999,0022401073,"Mar 28, 2025",DEN vs. UTA,W,32.0,8,18,0.444,1,5,0.2,10,12,0.833,5,9,14,6,4,0,3,0,27,28,1,25.6,0.15624389672278424,0.0,0.3515487676262646,0.0,0.11718292254208819,1.0937072770594898,87.88719190656613,0.23436584508417638,0.1953048709034803,0.46873169016835275,0.7030975352525292,60.15390023827194,5.999812505859192,8.788719190656614,31.248779344556848,13.866645834147103
22024,203999,0022401057,"Mar 26, 2025",DEN vs. MIL,W,38.0,16,25,0.64,3,6,0.5,4,7,0.571,2,8,10,10,0,0,3,2,39,14,1,30.400000000000002,0.0,0.0,0.26314923851189104,0.06578730962797276,0.09868096444195913,0.4605111673958093,22.367685273510734,0.3289365481398638,0.19736192888391826,0.23025558369790464,0.8223413703496595,61.511134502154526,0.0,6.578730962797276,0.0,9.703628170125981
22024,203999,0022400975,"Mar 15, 2025",DEN vs. WAS,L,39.0,16,30,0.533,1,8,0.125,7,7,1.0,3,10,13,9,1,2,3,3,40,6,1,31.200000000000003,0.032050254799525654,0.06410050959905131,0.3205025479952565,0.09615076439857696,0.09615076439857696,0.19230152879715393,47.434377103297976,0.28845229319573085,0.25640203839620523,0.22435178359667957,0.9615076439857696,64.90176596903945,3.6922130201789702,20.832665619691674,6.4100509599051305,6.249799685907502
22024,203999,0022400965,"Mar 14, 2025",DEN vs. LAL,W,38.0,8,16,0.5,0,4,0.0,12,17,0.706,1,6,7,5,3,1,4,5,28,2,1,30.400000000000002,0.09868096444195913,0.03289365481398638,0.19736192888391826,0.1644682740699319,0.13157461925594552,0.06578730962797276,44.07749745074175,0.1644682740699319,0.13157461925594552,0.5591921318377684,0.5262984770237821,50.82069668760895,5.05249861845741,11.512779184895233,19.736192888391827,1.9736192888391828
22024,203999,0022400952,"Mar 12, 2025",DEN vs. MIN,L,38.0,13,23,0.565,2,6,0.333,6,8,0.75,3,5,8,4,1,0,3,3,34,-24,1,30.400000000000002,0.03289365481398638,0.0,0.1644682740699319,0.09868096444195913,0.09868096444195913,-0.7894477155356731,4.276175125818231,0.13157461925594552,0.19736192888391826,0.26314923851189104,0.7565540607216867,47.202394658070446,1.2631246546143524,4.1117068517482975,6.578730962797276,-6.7431992368672065
